Price,Description,Location,Area,No_rooms,No_bathrooms,City,Category,Price/m2
182223,SHESIM APARTAMENT 2+1+2 TEK LIQENI I THATE!,,133.0,2,2,Tirana,Sale,1370.0977443609022
1400,DISCOUNT!!! APARTMENT FOR RENT APARTMENT 2+1+2 NEAR ELBASANI STREET TIRANA!,,110.0,2,2,Tirana,Rent,12.727272727272727
1000,APARTMENT FOR RENT 4+1+2 WITH A VIEW FROM THE LAKE OF TIRANA!!,Rruga Peti,190.0,4,2,Tirana,Rent,5.2631578947368425
130000,SHESIM APARTAMENT 3+1+2 TEK CASA ITALIA RRUGA '29 NENTORI'!,,118.8,3,2,Tirana,Sale,1094.2760942760942
175000,APARTAMENT 2+1+2 TE BULEVARDI I RI!,Bulevardi i Ri,117.0,2,2,Tirana,Sale,1495.7264957264956
105000,SHESIM APARTAMENT 2+1 PRANE LUNGOMARE ME PAMJE FANTASTIKE NGA DETI,PRANE UJIT TE FTOHTE,98.0,2,1,Vlorë,Sale,1071.4285714285713
256700,3+1+2 apartment for sale in Lake Land in Farke!,"Lakeland, Liqeni i Farkes",151.0,2,3,Tirana,Sale,1700.0
120000,SHITET APARTAMENT 2+1 NE DURRES ME PAMJE NGA PORTI !,UKD,120.0,2,1,Durrës,Sale,1000.0
119000,Shitet apartament 2+1 ne Astir!,,119.0,2,1,Tirana,Sale,1000.0
290000,APARTMENT FOR SALE 3+1+2 in SALVARET!,,145.0,3,2,Tirana,Sale,2000.0
350,Rruga 5 Maj Jepet Me Qira Apartament 2+1 Pershtatshem Per Zyra!,,83.0,2,1,Tirana,Rent,4.216867469879518
224000,SHITET APARTAMENT 2+1+2 NE VOLLGA TE 27 KATESHI ME PAMJE DETI !!,,132.0,2,2,Durrës,Sale,1696.969696969697
224000,SHITET APARTAMENT 2+1+2 NE VOLLGA TE 27 KATESHI ME PAMJE DETI !!,,132.0,2,2,Durrës,Sale,1696.969696969697
119000,YZBERISHT SHITET APARTAMENT 3+1+2,,140.0,3,2,Tirana,Sale,850.0
130000,Prane Ekonomikut Shesim Apartament 2+1+2 !,,104.0,2,2,Tirana,Sale,1250.0
120000,APARTAMENT 2+1 TEK RRUGA E DURRESIT!,Rruga e Durresit,78.0,2,2,Tirana,Sale,1538.4615384615386
350,JEPET ME QERA APARTAMENT PER ZYRA 1+1 TEK FUSHA AVIACIONIT,,74.0,1,1,Tirana,Rent,4.72972972972973
400,JEPET ME QERA APARTAMENT PER ZYRA 2+1 TEK FUSHA AVIACIONIT,,102.0,2,1,Tirana,Rent,3.9215686274509802
400,JEPET ME QERA APARTAMENT PER ZYRA 1+1 TEK FUSHA AVIACIONIT,,71.0,1,1,Tirana,Rent,5.633802816901408
350,JEPET ME QERA APARTAMENT PER ZYRA 1+1 TEK FUSHA AVIACIONIT,,80.0,1,1,Tirana,Rent,4.375
210000,Apartament per shitje ne katin e dyte te nje vile 3-kateshe,,244.0,3,2,Tirana,Sale,860.655737704918
450,Apartament me qira ne katin e dyte te nje vile 3-kateshe,,244.0,3,2,Tirana,Rent,1.8442622950819672
550,"Jepet apartament me qira tek rruga ""Pjeter Budi""",,140.0,2,2,Tirana,Rent,3.9285714285714284
700,Jepet me qira super Apartament 2+1+2 Liqeni i Farkes!,Rezidenca Lake Land,134.0,2,2,Tirana,Rent,5.223880597014926
700,Apartament 2+1 per qira te Ambasada Amerikane,Ambasada Amerikane,130.0,2,2,Tirana,Rent,5.384615384615385
70000,"SHITET APARTAMENT 2+1 NE PLAZH, PLEPA!",,97.0,2,1,Durrës,Sale,721.6494845360825
450,JAPIM AMBIENT PER BIZNES ME QIRA NE QENDER KAMEZ!!!,,49.0,1,1,Tirana,Rent,9.183673469387756
139000,APARTAMENT 2+1+2 TEK AURA!,Laprake,121.0,2,2,Tirana,Sale,1148.7603305785124
700,APARTAMENT 2+1 +POST PARKIM ME QIRA NE BLLOK,,117.0,2,2,Tirana,Rent,5.982905982905983
112000,"APARTMENT FOR SALE 2+1+2, FIRST FLOOR RESIDENTIAL IN THE CENTER OF DURRES!",,160.0,2,2,Durrës,Sale,700.0
117000,"SHESIM APARTAMENT 2+1, RRUGA 5 MAJI",,82.0,2,1,Tirana,Sale,1426.8292682926829
400000,"SHESIM VILE 3 KATESHE PRANE ""VILAVE GJERMANE""",,295.0,2,2,Tirana,Sale,1355.9322033898304
900,JAPIM ME QIRA AMBIENT PER ZYRA!,21 Dhjetori,118.0,3,2,Tirana,Rent,7.627118644067797
95610,Shitet apartament 1+1 te River Residence,,80.0,1,1,Tirana,Sale,1195.125
108000,"RENT, APARTMENT 1+1, RESIDENCE KODRA DIELLIT 2!",Rezidencen Kodra e Diellit 2,49.0,1,1,Tirana,Sale,2204.081632653061
180000,Shitet Apartament 3+1+2 afer Selvise,,116.0,3,2,Tirana,Sale,1551.7241379310344
135000,SHITET SUPER APARTAMENT 2+1 ME PAMJE NGA LIQENI THATE!,,106.0,2,1,Tirana,Sale,1273.5849056603774
1200,"FOLEJA E GJELBER, JEPET ME QIRA APARTAMENT 2+1+POST PARKIMI","Foleja e Gjelber, Zogu i Zi",125.0,2,2,Tirana,Rent,9.6
170000,2+1 apartment for sale in Corner Residence,,94.0,2,1,Tirana,Sale,1808.5106382978724
370,Japim Per Qera Apartament 1+1,,78.0,1,1,Tirana,Rent,4.743589743589744
350,Japim Per Qera Apartament 1+1 Ne Katin e Dyte Te Nje Vile.,,110.0,1,1,Tirana,Rent,3.1818181818181817
500,"JAPIM SUPER APARTAMENT ME QIRA , TEK SHKEMBI I KAVAJES!",Shkembi i Kavajes,65.0,1,1,Durrës,Rent,7.6923076923076925
115000,SHESIM SUPER APARTAMENT TEK SHKEMBI I KAVAJES!,Shkembi i Kavajes,65.0,1,1,Durrës,Sale,1769.2307692307693
46000,Shesim garsionere ne Porcelan !,Porcelan,38.0,1,1,Tirana,Sale,1210.5263157894738
173000,Shesim apartament 3+1+2 tualete ne Porcelan !,Porcelan,144.0,3,2,Tirana,Sale,1201.388888888889
105000,Shesim apartament 2+1+2 tualete ne Porcelan !,Porcelan,87.0,2,2,Tirana,Sale,1206.896551724138
104000,Shesim apartament 1+1 ne Porcelan !,Porcelan,86.0,1,1,Tirana,Sale,1209.3023255813953
210000,"QUARTUM RESIDENCE, SHESIM APARTAMENT 2+1+ VERANDE",Residenca Quartum,131.0,2,1,Tirana,Sale,1603.0534351145038
450,"STACIONI TRENIT, JEPET ME QIRA APARTAMENT PER ZYRA 3+1+Post Parkimi",,127.0,3,1,Tirana,Rent,3.543307086614173
64800,SHITET APARTAMENT 2+1 ME PAMJE NGA DETI TEK KAMELIA !,,108.0,2,1,Durrës,Sale,600.0
83000,SHITET 2+1+2 TEK BEXHISTENI,,150.0,2,2,Shkodër,Sale,553.3333333333334
310000,Shitet apartament 2+1+2 tek rruga e Kosovarve!,rruga e kosovareve,125.0,2,2,Tirana,Sale,2480.0
1000,JEPET ME QIRA APARTAMENT 2+1+2 ME PAMJE DETI NE CURRILA!,Currila,94.0,2,2,Durrës,Rent,10.638297872340425
83000,We are selling a 2+1 apartment near the Andon Zako Çajupi Gymnasium!,Rr. Kongresi i Manastirit,88.0,2,1,Tirana,Sale,943.1818181818181
600,Apartment for rent 3+1+2 Zoo!,Kopshti Zoologjik,131.0,3,2,Tirana,Rent,4.580152671755725
500000,SHESIM PENTHOUSE PRANE LICEUT ARTISTIK ME 150 M2 VERANDE,,370.0,3,2,Tirana,Sale,1351.3513513513512
450,"2+1+2 apartment for rent on ""5 Maji"" street, near Concord Center",,116.0,2,2,Tirana,Rent,3.8793103448275863
116000,SHITET APARTAMENT 2+1 NE QENDER TE DURRESIT!,,110.0,2,1,Durrës,Sale,1054.5454545454545
950,"APARTMENT FOR RENT 3+1+3, IN CONDOR CENTER!",,160.0,3,3,Tirana,Rent,5.9375
85000,SHITET APARTAMENT 2+1 PRANE MUZEUT ARKEOLOGJIK !,Lagja nr.1,79.0,2,1,Durrës,Sale,1075.9493670886077
140000,"SHESIM APARTAMENT 3+1+2, NE DON BOSKO",Don Bosko,116.0,3,2,Tirana,Sale,1206.896551724138
183500,"DON BOSKO, SHITET APARTAMENT 3+1+2",,152.0,3,2,Tirana,Sale,1207.2368421052631
86052,SHESIM APARTAMENT 1+1 ME 1200 EURO/M2 TEK ISH FUSHA E AVIACIONIT!,,71.0,1,1,Tirana,Sale,1212.0
200000,Apartament 3+1 ne Qender te Tiranes,"Piaca, Tirane",100.0,3,1,Tirana,Sale,2000.0
360000,Apartament 3+1+2 ne Qender te Tiranes,"Piaca, Tirane",180.0,3,2,Tirana,Sale,2000.0
900,Apartament 3+1+2 ne Qender te Tiranes,"Piaca, Tirane",180.0,3,2,Tirana,Rent,5.0
144430,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,111.0,2,2,Tirana,Sale,1301.1711711711712
144430,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,110.0,2,2,Tirana,Sale,1313.0
141804,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,108.0,2,2,Tirana,Sale,1313.0
143117,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,109.0,2,2,Tirana,Sale,1313.0
143117,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,109.0,2,1,Tirana,Sale,1313.0
143117,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,109.0,2,2,Tirana,Sale,1313.0
143117,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,109.0,2,2,Tirana,Sale,1313.0
141804,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,108.0,2,2,Tirana,Sale,1313.0
143117,SHESIM APARTAMENT 2+1+2 TEK ISH FUSHA E AVIACIONIT!,,109.0,2,2,Tirana,Sale,1313.0
75000,SHITET APARTAMENT 2+1 NE ZONEN E MALIT TE ROBIT,,70.0,2,1,Durrës,Sale,1071.4285714285713
150000,"SHITET APARTAMENT 2+1 TEK 5 MAJI AFER QENDRES ""CONCORD"" !",,105.0,2,2,Tirana,Sale,1428.5714285714287
55000,Shitet Apartament 1+1 ne zonen e Shkembit te Kavajes.,,60.0,1,1,Durrës,Sale,916.6666666666666
30000,Shesim apartament 2+1 ne lagjen 17,,80.0,2,1,Korçë,Sale,375.0
200,JEPET ME QERA APARTAMENT 2+1 TEK SHKEMBI I KAVAJES,,65.0,2,1,Durrës,Rent,3.076923076923077
400,JEPET APARTAMENT 1+1 ME QIRA NE QERRET !,Qerret,60.0,1,1,Durrës,Rent,6.666666666666667
85000,SHITET APARTAMENT 2+1+2 TEK ISH URT!,Ish-URT,114.0,2,2,Durrës,Sale,745.6140350877193
97500,1+1 Apartment for sale at Orbital Residence!! Ideal Investment Opportunity!,Jordan Misja,72.0,1,1,Tirana,Sale,1354.1666666666667
97500,1+1 Apartment for sale at Orbital Residence!! Ideal Investment Opportunity!,Jordan Misja,72.0,1,1,Tirana,Sale,1354.1666666666667
142000,"Shitet apartament 2+1+2, Green City.",,114.0,2,2,Tirana,Sale,1245.6140350877192
95000,"SHESIM APARTAMENT 2+1, TE XHAMLLIKU",Xhamlliku,96.0,2,2,Tirana,Sale,989.5833333333334
300,JEPET ME QERA APARTAMENT 1+1 TEK SHKEMBI I KAVAJES !,,57.0,1,1,Durrës,Rent,5.2631578947368425
167000,"APARTMENT 2+1 WITH COURTYARD FOR SALE, LALZ BAY, ""LURA 1 COMPLEX""!!",Kompleksi Lura 1,88.0,2,1,Durrës,Sale,1897.7272727272727
32000,SHITET APARTAMENT 2+1 NE KAVAJE !,,79.0,2,1,Kavajë,Sale,405.0632911392405
240000,3+1+2 Apartment for sale in Lake Thate!,,175.0,3,2,Tirana,Sale,1371.4285714285713
280000,"SHESIM APARTAMENT NE REZIDENCEN HALISOF, PRANE TEG",,98.0,2,2,Tirana,Sale,2857.1428571428573
130000,Apartment for sale 3+1+2 and garage with sea view,,170.0,3,2,Sarandë,Sale,764.7058823529412
295000,SHESIM APARTAMENT 3+1 +POST PARKIMI TEK KOMUNA E PARISIT !,KOMUNA E PARISIT,203.0,3,2,Tirana,Sale,1453.2019704433499
75000,"Shesim apartament 2+1 prane shkolles se ""Muzikes"".",,130.0,2,1,Korçë,Sale,576.9230769230769
66150,SHESIM APARTAMENT 2+1 TE UNIVERS CITY,,95.0,2,2,Tirana,Sale,696.3157894736842
690,JEPET APARTAMENT 2+1 ME QIRA PRANE GJIMNAZIT “PETRONINI LUARASI”!,,136.0,2,1,Tirana,Rent,5.073529411764706
94500,"APARTMENT 3+1+2 FOR SALE AT ""KODRA E PRIFTIT""",,135.0,3,3,Tirana,Sale,700.0
94500,"APARTMENT 3+1+2 FOR SALE AT ""KODRA E PRIFTIT""",,135.0,3,3,Tirana,Sale,700.0
175000,SHESIM APARTAMENT 2+1 DHE GARAZH NE MYSLYM SHYR !,,95.0,2,1,Tirana,Sale,1842.1052631578948
147000,Apartment 2+1 Ruga Riza Cerova for sale!,Rruga Riza Cerova,105.8,2,1,Tirana,Sale,1389.413988657845
420,OFFICE ENVIRONMENT FOR RENT IN FUTURE HOME RESIDENCE!,"Unaza e re, Fututre home residence",69.0,1,1,Tirana,Rent,6.086956521739131
190000,"SARANDE, SHITET APARTAMENT 2+1",,120.0,2,1,Sarandë,Sale,1583.3333333333333
159000,"Apartament 2+1 per shitje,Blloku",,94.0,2,1,Tirana,Sale,1691.4893617021276
400,APARTMENT FOR RENT 3+1+2+PARKING SPACE,Casa Italia,120.0,3,2,Tirana,Rent,3.3333333333333335
400,JEPET APARTAMENT 1+1 ME QIRA NE GOLEM !,Golem,65.0,1,1,Durrës,Rent,6.153846153846154
400,JEPET APARTAMENT 1+1 ME QIRA NE GOLEM !,Golem,58.0,1,1,Durrës,Rent,6.896551724137931
38000,SHITET GARZONIERE TEK SHKEMBI KAVAJES !,Shkembi i Kavajes,52.0,1,1,Durrës,Sale,730.7692307692307
200000,SHITET APARTAMENT 1+1 NE QENDER,"Sheshi Skenderbej, prane Universitetit UFO",66.5,1,1,Tirana,Sale,3007.5187969924814
99000,Apartament 2+1+2 te Ali Demi !,Rruga Zhegu,109.0,2,2,Tirana,Sale,908.256880733945
240400,SHITET APARTAMENT 3+1+2+ VERANDE ME PAMJE DETI NE GOLEM!,"Golem, prane Hotel Grint",159.0,3,2,Durrës,Sale,1511.9496855345913
54900,SHITET APARTAMENT 1+1 NE GOLEM!,"Golem, prane Hotel Grint",61.0,1,1,Durrës,Sale,900.0
53000,SHITET APARTAMENT 1+1 NE GOLEM,"Golem, prane Hotel Grint",59.0,1,1,Durrës,Sale,898.3050847457627
64779,SHITET APARTAMENT 1+1 NE GOLEM!,"Golem, prane Hotel Grint",59.0,1,1,Durrës,Sale,1097.949152542373
54900,SHITET APARTAMENT 1+1 NE GOLEM!,"Golem, prane Hotel Grint",61.0,1,1,Durrës,Sale,900.0
1000,"Apartament 3+1+2 tualete me Qira, ne Qender!",,147.0,3,2,Tirana,Rent,6.802721088435374
69700,SHITET APARTAMENT 1+1 NE GOLEM !,Golem,82.0,1,1,Durrës,Sale,850.0
170000,2+1 110m2 apartment for sale on Elbasanit street,,110.0,2,1,Tirana,Sale,1545.4545454545455
650000,DUPLEX 4+2+2 FOR SALE NEAR DINAMO STADIUM!,Rruga Sami Frasheri,350.0,4,3,Tirana,Sale,1857.142857142857
114000,APARTAMENT 1+1 TEK SHKOLLA SIRI KODRA !,Selvia,82.0,1,1,Tirana,Sale,1390.2439024390244
38500,SHITET GARZONIERE TEK SHKEMBI KAVAJES !,Shkembi i Kavajes,53.0,1,1,Durrës,Sale,726.4150943396227
330,JEPET ME QIRA APARTAMENT 2+1 ME PAMJE DETI,Mali i Robit,90.0,2,1,Durrës,Rent,3.6666666666666665
90000,"SHITET APARTAMENT 3+1+2T NE PLAZH, HEKURUDHA!",Plazh Hekurudha,130.0,2,2,Durrës,Sale,692.3076923076923
250000,We are selling a 2+1 apartment in Vasil Shanto,,124.0,2,2,Tirana,Sale,2016.1290322580646
100000,SHITET APARTAMENT 2+1 ME PAMJE DETI BALLORE NE PLAZH !!!,,74.0,2,1,Durrës,Sale,1351.3513513513512
138000,Apartment for sale 2+1+2+2 balconies with a view in Sarande,,112.0,2,2,Sarandë,Sale,1232.142857142857
33000,SHITET NJESI E PERSHTATUR NE GARZONJERE TE SHKEMBI KAVAJES!,,35.0,1,1,Durrës,Sale,942.8571428571429
141400,SHITET APARTAMENT 2+1 TE DON BOSKO !,,101.0,2,2,Tirana,Sale,1400.0
50000,SHITET APARTAMENT 1+1 NE SHKEMBIN E KAVAJES!,,70.0,1,1,Durrës,Sale,714.2857142857143
45000,SHITET APARTAMENT 1+1 ME PAMJE NGA DETI TEK SHKEMBI I KAVAJES !,Shkembi i Kavajes,60.0,1,1,Durrës,Sale,750.0
48000,SHITET APARTAMENT 1+1 ME PAMJE NGA DETI TEK SHKEMBI I KAVAJES !,Shkembi i Kavajes,64.0,1,1,Durrës,Sale,750.0
93000,SHITET APARTAMENT 1+1 + GARAZHDE NE VIJEN E PARE ME DETIN NE PLAZH !!!,,70.0,1,1,Durrës,Sale,1328.5714285714287
68200,SHITET APARTAMENT 1+1 NE GOLEM!,Golem,62.0,1,1,Durrës,Sale,1100.0
68200,SHITET APARTAMENT 1+1 NE GOLEM!,Golem,62.0,1,1,Durrës,Sale,1100.0
170000,SHITET DUPLEX TEK MUZEUMI NE DURRES!,Muzeu i Deshmoreve,258.0,3,1,Durrës,Sale,658.9147286821706
64779,SHITET APARTAMENT 1+1 NE GOLEM!,Golem,59.0,1,1,Durrës,Sale,1097.949152542373
54900,SHITET APARTAMENT 1+1 NE GOLEM!,Golem,61.0,1,1,Durrës,Sale,900.0
65100,"SHESIM APARTAMENT 2+1, RRUGA A.GOGA, DURRES!",Spitalle,93.0,2,1,Durrës,Sale,700.0
68600,"SHESIM APARTAMENT 2+1, RRUGA A.GOGA, DURRES!",Spitalle,98.0,2,1,Durrës,Sale,700.0
63700,"SHESIM APARTAMENT 2+1, RRUGA A.GOGA, DURRES!",Spitalle,91.0,2,1,Durrës,Sale,700.0
133000,Shitet apartament 2+1+2 tek twister tower ne Don bosko!,,102.0,2,2,Tirana,Sale,1303.921568627451
89900,Shitet apartament 1+1 prane Bulevardit te ri,Jordan Misja,64.0,1,1,Tirana,Sale,1404.6875
79800,Shitet apartament 1+1 te Zogu Zi,prane kupoles,67.0,1,1,Tirana,Sale,1191.044776119403
1100,Jepet apartament 3+1 +2 me qira Rr.Budi,,250.0,2,2,Tirana,Rent,4.4
1000,Jepet apartament 3+1 +2 me qira Rr.Budi,,250.0,2,2,Tirana,Rent,4.0
33000,SHITET NJESI E PERSHTATUR NE GARZONJERE TE SHKEMBI KAVAJES!,,34.0,1,1,Durrës,Sale,970.5882352941177
95000,Shitet Komercial ne Astir,Astiri,90.0,1,1,Tirana,Sale,1055.5555555555557
99000,SHITET APARTAMENT 2+1+2 NE PLAZH ILIRIA ME PAMJE DETI !,,106.0,2,1,Durrës,Sale,933.9622641509434
85200,Shesim apartament 1+1 ne zonen e Astirit ne ndertim te ri,,71.0,1,1,Tirana,Sale,1200.0
84000,Shesim apartament 1+1 ne zonen e Astirit ne ndertim te ri,,70.0,1,1,Tirana,Sale,1200.0
84000,Shesim apartament 1+1 ne zonen e Astirit ne ndertim te ri,,70.0,1,1,Tirana,Sale,1200.0
80400,Shesim apartament 1+1 ne zonen e Astirit ne ndertim te ri,,67.0,1,1,Tirana,Sale,1200.0
117000,Apartament 2+1 per Shitje ne Laprake!,Rr. Dritan Hoxha,106.0,2,1,Tirana,Sale,1103.7735849056603
53000,SHITET APARTAMENT 1+1 TEK PISHAT E BUTA NE GOLEM !,Pishat e Buta,77.0,1,1,Durrës,Sale,688.3116883116883
40000,SHITET APARTAMENT 1+1 TE SHKEMBI I KAVAJES,,55.0,1,1,Durrës,Sale,727.2727272727273
66000,"We are selling a 2+1 apartment in district 1, Korçë",,80.0,2,1,Korçë,Sale,825.0
62000,1+1 apartment for sale with sea view in Sarande,,65.0,1,1,Sarandë,Sale,953.8461538461538
105000,SHITET APARTAMENT 2+1 NE GOLEM !,Golem,98.0,2,1,Durrës,Sale,1071.4285714285713
150000,"SHESIM APARTAMENT 2+1+2 TE INVESTUAR ( ME VERANDE), ASTIR",Rruga Teodor Keko,172.0,2,2,Tirana,Sale,872.0930232558139
127500,"SHESIM APARTAMENT 2+1+2, NE RRUGEN 5 MAJ!",,102.0,2,2,Tirana,Sale,1250.0
144000,SHITET APARTAMENT 2+1 TEK OXHAKU,"Oxhaku, prane Xhamise Xhura, Tirane.",96.0,2,1,Tirana,Sale,1500.0
100000,Apartament 2+1 per Shitje ne Fresk!,,104.0,2,2,Tirana,Sale,961.5384615384615
200000,SHITET APARTAMENT 3+1 PRANE GJIMNAZIT PETRO NINI LUARASI,Perballe Gjimnazit Petro Nini Luarasi,105.0,2,1,Tirana,Sale,1904.7619047619048
78000,"Shitet apartament 2+1+2 prane pistes ne plazhin Iliria, Durres.",,110.0,2,2,Durrës,Sale,709.0909090909091
87000,SHITET APARTAMENT 1+1 ME PAMJE DETI NE GOLEM !,,90.0,1,1,Durrës,Sale,966.6666666666666
40000,Shesim apartament 1+1 ne lagjen 18,,76.0,1,1,Korçë,Sale,526.3157894736842
46000,SHITET APARTAMENT 2+1 NE SHENGJIN,,57.0,2,1,Shëngjin,Sale,807.0175438596491
450,Apartament 3+1 per Qira ne Myslym Shyr,,108.0,3,1,Tirana,Rent,4.166666666666667
300,JEPET APARTAMENT ME QIRA 1+1 TEK SHKEMBI KAVAJES !,Shkembi i Kavajes,64.0,1,1,Durrës,Rent,4.6875
185000,Shesim Apartament 2+1 Tek Rruga e Dibres.,,116.0,2,2,Tirana,Sale,1594.8275862068965
95000,Shitet apartament 1+1 tek Kompleksi ASL tek QSUT,,90.0,1,1,Tirana,Sale,1055.5555555555557
1300,"“Touch of the Sun”, I mobiluar plus post parkim",Teg,100.0,2,2,Tirana,Rent,13.0
106720,SHITET APARTAMENT 1+1 DON BOSKO,RRUGA HASAN CEKA,74.0,1,1,Tirana,Sale,1442.162162162162
169650,SHITET APARTAMENT 2+1+2 DON BOSKO,"Rruga 'Hasan Ceka' ,Don Bosko",117.0,2,2,Tirana,Sale,1450.0
169650,SHITET APARTAMENT 2+1+2 DON BOSKO!,"Rruga 'Hasan Ceka' ,Don Bosko",117.0,2,2,Tirana,Sale,1450.0
102080,SHITET APARTAMENT 1+1 DON BOSKO!,"Rruga 'Hasan Ceka' ,Don Bosko",70.0,1,1,Tirana,Sale,1458.2857142857142
106430,SHITET APARTAMENT 1+1 DON BOSKO!,"Rruga 'Hasan Ceka' ,Don Bosko",73.0,1,1,Tirana,Sale,1457.945205479452
101500,SHITET APARTAMENT 1+1 DON BOSKO !,"Rruga 'Hasan Ceka' ,Don Bosko",70.0,1,1,Tirana,Sale,1450.0
65000,Shitet 1+1 ndertim i ri !,"sigurimet shoqerore , ish URT",75.0,1,1,Durrës,Sale,866.6666666666666
300,"APARTAMENT 1+1 ME QIRA KOMPLEKSI ZIRKONI, SPITALI QSUT, OXHAKU",,60.0,1,1,Tirana,Rent,5.0
130000,Shitet apartament 2+1+2 Fresk!,"prane ""Restorant Freskut""",100.0,2,1,Tirana,Sale,1300.0
115000,Shitet apartament 3+1+2 Kodra e Priftit!,Kodra e Priftit,136.0,3,2,Tirana,Sale,845.5882352941177
165000,"SHITET SUPER APARTAMENT 4+1+2 NE LAGJEN DERGUT,SHKODER",,184.0,4,2,Shkodër,Sale,896.7391304347826
141300,"SHITET APARTAMENT 3+1+2 PRAN AMFITEATRIT, RRUGA NAKO SPIRO",Lagja nr.1,163.0,3,2,Durrës,Sale,866.8711656441718
87000,SHITET APARTAMENT 2+1+2 NE ASTIR,,105.0,2,2,Tirana,Sale,828.5714285714286
56100,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,66.0,1,1,Durrës,Sale,850.0
70550,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,83.0,2,1,Durrës,Sale,850.0
76500,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,90.0,2,2,Durrës,Sale,850.0
125000,"SHESIM APARTAMENT 3+1+2 PERBALLE MATERNITETIT TE RI , 850/M2!",,147.0,3,2,Tirana,Sale,850.3401360544218
66300,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,78.0,2,1,Durrës,Sale,850.0
55250,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,65.0,1,1,Durrës,Sale,850.0
120000,Ne Qender Shesim Apartament 2+1!,Ministria e Drejtesise,72.0,2,1,Tirana,Sale,1666.6666666666667
90000,2+1 APARTMENT FOR SALE IN THE NEW RING!,,87.0,2,1,Tirana,Sale,1034.4827586206898
60000,1+1 apartment for sale near Palace of Arrows!,Rruga Irfan Tomini,57.0,1,1,Tirana,Sale,1052.6315789473683
100000,APARTMENT FOR SALE WITH SEA AND LAKE VIEW 3+1+2+GARAGE IN GOLEM!,,131.0,3,2,Durrës,Sale,763.3587786259542
151200,SHITET APARTAMENT 2+1 NE PORCELAN,,126.0,2,2,Tirana,Sale,1200.0
900,"APARTMENT 1+1 FOR RENT NEAR ELBASAN STREET, TIRANA!",,70.0,1,1,Tirana,Rent,12.857142857142858
57800,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,69.0,1,1,Durrës,Sale,837.6811594202899
52700,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,62.0,1,1,Durrës,Sale,850.0
57800,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,68.0,1,1,Durrës,Sale,850.0
70550,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,83.0,2,1,Durrës,Sale,850.0
51000,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,60.0,1,1,Durrës,Sale,850.0
110000,1+1 Apartment for sale on Durres Street,,70.0,1,1,Tirana,Sale,1571.4285714285713
90500,Apartament 1+1 te Garden Residence Turdiu!,Ish-Fusha e Aviacionit,82.0,1,1,Tirana,Sale,1103.658536585366
90500,Apartament 1+1 te Garden Residence Turdiu!,Ish-Fusha e Aviacionit,82.0,1,1,Tirana,Sale,1103.658536585366
57800,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,68.0,1,1,Durrës,Sale,850.0
60350,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,71.0,1,1,Durrës,Sale,850.0
56100,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,66.0,1,1,Durrës,Sale,850.0
70550,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,83.0,2,1,Durrës,Sale,850.0
76500,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,90.0,2,1,Durrës,Sale,850.0
360000,SHESIM APARTAMENT 1+1 DHE DUPLEX TE KODRA E DIELLIT!,Rruga Bill Klinton,330.0,4,3,Tirana,Sale,1090.909090909091
69948,FILLUAN SHITJET NE GOLEM ! MUNDESI PAGESE ME KESTE !,Golem,78.0,2,1,Durrës,Sale,896.7692307692307
127000,SHESIM APARTAMENT 3+1 +1+ VERANDE EDHE OBORR TE ISH-MARKATA E VJETER NE ZONEN E ALI DEMIT.,,140.0,2,1,Tirana,Sale,907.1428571428571
